Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) T,Coverage (%) Y,Coverage (%) Z,Coverage (%) I,Coverage (%) K,Area T,Area Y,Area Z,Area I,Area K,#Peptides,#Unique,#Spec T,#Spec Y,#Spec Z,#Spec I,#Spec K,PTM,Avg. Mass,Description
1410,2278,ENSMUST00000131503.1|ENSMUSG00000034848.17|OTTMUSG00000012999.2|OTTMUST00000031325.1|Ttc21b-203|Ttc21b|1276|retained_intron|,27.14,3,3,0,0,0,0,1.2699E5,,,,,1,1,1,0,0,0,0,,33693,ENSMUST00000131503.1|ENSMUSG00000034848.17|OTTMUSG00000012999.2|OTTMUST00000031325.1|Ttc21b-203|Ttc21b|1276|retained_intron|
324,4130,ENSMUSP00000072144.6|ENSMUST00000072298.12|ENSMUSG00000027634.14|OTTMUSG00000016170.3|OTTMUST00000038689.1|Ndrg3-202|Ndrg3|375,27.11,2,2,2,0,2,2,4.8427E6,2.2368E5,,5.4204E4,6.7465E5,1,1,14,3,0,1,5,Oxidation (M),41555,ENSMUSP00000072144.6|ENSMUST00000072298.12|ENSMUSG00000027634.14|OTTMUSG00000016170.3|OTTMUST00000038689.1|Ndrg3-202|Ndrg3|375
324,4132,ENSMUSP00000070052.6|ENSMUST00000069600.12|ENSMUSG00000027634.14|OTTMUSG00000016170.3|OTTMUST00000038690.1|Ndrg3-201|Ndrg3|388,27.11,2,2,2,0,2,2,4.8427E6,2.2368E5,,5.4204E4,6.7465E5,1,1,14,3,0,1,5,Oxidation (M),42983,ENSMUSP00000070052.6|ENSMUST00000069600.12|ENSMUSG00000027634.14|OTTMUSG00000016170.3|OTTMUST00000038690.1|Ndrg3-201|Ndrg3|388
372,4447,ENSMUSP00000153671.1|ENSMUST00000224625.1|ENSMUSG00000021273.11|OTTMUSG00000068749.3|OTTMUST00000166188.1|Fdft1-204|Fdft1|416,27.10,2,2,2,0,0,0,2.0428E7,2.158E6,,,,1,1,12,7,0,0,0,,48154,ENSMUSP00000153671.1|ENSMUST00000224625.1|ENSMUSG00000021273.11|OTTMUSG00000068749.3|OTTMUST00000166188.1|Fdft1-204|Fdft1|416
372,4448,ENSMUSP00000158805.1|ENSMUST00000238526.1|ENSMUSG00000021273.11|OTTMUSG00000068749.3|OTTMUST00000181651.2|Fdft1-205|Fdft1|460,27.10,2,2,2,0,0,0,2.0428E7,2.158E6,,,,1,1,12,7,0,0,0,,52085,ENSMUSP00000158805.1|ENSMUST00000238526.1|ENSMUSG00000021273.11|OTTMUSG00000068749.3|OTTMUST00000181651.2|Fdft1-205|Fdft1|460
1132,3359,TCONS_00087300.p1,27.09,1,1,0,0,0,0,1.2049E5,,,,,1,1,2,0,0,0,0,,67325,TCONS_00087300.p1   chr3:36066073-36090931(+)
1132,3361,ENSMUSP00000011492.8|ENSMUST00000011492.14|ENSMUSG00000027710.14|OTTMUSG00000023529.3|OTTMUST00000057348.3|Acad9-201|Acad9|625,27.09,1,1,0,0,0,0,1.2049E5,,,,,1,1,2,0,0,0,0,,68722,ENSMUSP00000011492.8|ENSMUST00000011492.14|ENSMUSG00000027710.14|OTTMUSG00000023529.3|OTTMUST00000057348.3|Acad9-201|Acad9|625
1132,5517,ENSMUSP00000142557.1|ENSMUST00000196648.1|ENSMUSG00000027710.14|OTTMUSG00000023529.3|OTTMUST00000131742.1|Acad9-205|Acad9|157,27.09,5,5,0,0,0,0,1.2049E5,,,,,1,1,2,0,0,0,0,,17195,ENSMUSP00000142557.1|ENSMUST00000196648.1|ENSMUSG00000027710.14|OTTMUSG00000023529.3|OTTMUST00000131742.1|Acad9-205|Acad9|157
551,4455,ENSMUSP00000021532.4|ENSMUST00000021532.5|ENSMUSG00000021113.5|OTTMUSG00000066381.1|OTTMUST00000161286.1|Snapc1-201|Snapc1|389,27.06,2,2,2,0,0,0,3.5549E6,1.6389E6,,,,1,1,7,5,0,0,0,,44576,ENSMUSP00000021532.4|ENSMUST00000021532.5|ENSMUSG00000021113.5|OTTMUSG00000066381.1|OTTMUST00000161286.1|Snapc1-201|Snapc1|389
145,1214,ENSMUSP00000021921.5|ENSMUST00000021921.10|ENSMUSG00000021466.12|OTTMUSG00000050865.3|OTTMUST00000128873.1|Ptch1-201|Ptch1|1434,27.04,1,1,1,0,1,1,1.3702E7,3.4535E7,,1.2942E7,8.9033E6,1,1,11,10,0,19,15,Oxidation (M),159272,ENSMUSP00000021921.5|ENSMUST00000021921.10|ENSMUSG00000021466.12|OTTMUSG00000050865.3|OTTMUST00000128873.1|Ptch1-201|Ptch1|1434
145,1287,ENSMUSP00000141489.1|ENSMUST00000192155.5|ENSMUSG00000021466.12|OTTMUSG00000050865.3|OTTMUST00000128875.1|Ptch1-202|Ptch1|1297,27.04,1,1,1,0,1,1,1.3702E7,3.4535E7,,1.2942E7,8.9033E6,1,1,11,10,0,19,15,Oxidation (M),144358,ENSMUSP00000141489.1|ENSMUST00000192155.5|ENSMUSG00000021466.12|OTTMUSG00000050865.3|OTTMUST00000128875.1|Ptch1-202|Ptch1|1297
145,1289,TCONS_00038345.p1,27.04,1,1,1,0,1,1,1.3702E7,3.4535E7,,1.2942E7,8.9033E6,1,1,11,10,0,19,15,Oxidation (M),150057,TCONS_00038345.p1   chr13:63511533-63563119(-)
1302,1794,ENSMUST00000159136.7|ENSMUSG00000041528.15|OTTMUSG00000033727.6|OTTMUST00000084961.2|Rnf123-202|Rnf123|3789|retained_intron|,27.03,1,1,0,0,0,0,4.6413E5,,,,,1,1,1,0,0,0,0,,133556,ENSMUST00000159136.7|ENSMUSG00000041528.15|OTTMUSG00000033727.6|OTTMUST00000084961.2|Rnf123-202|Rnf123|3789|retained_intron|
1302,1803,ENSMUSP00000124548.1|ENSMUST00000160249.7|ENSMUSG00000041528.15|OTTMUSG00000033727.6|OTTMUST00000084951.2|Rnf123-207|Rnf123|1314,27.03,1,1,0,0,0,0,4.6413E5,,,,,1,1,1,0,0,0,0,,148651,ENSMUSP00000124548.1|ENSMUST00000160249.7|ENSMUSG00000041528.15|OTTMUSG00000033727.6|OTTMUST00000084951.2|Rnf123-207|Rnf123|1314
1302,1804,ENSMUSP00000125745.1|ENSMUST00000162355.7|ENSMUSG00000041528.15|OTTMUSG00000033727.6|OTTMUST00000084954.2|Rnf123-214|Rnf123|1320,27.03,1,1,0,0,0,0,4.6413E5,,,,,1,1,1,0,0,0,0,,149379,ENSMUSP00000125745.1|ENSMUST00000162355.7|ENSMUSG00000041528.15|OTTMUSG00000033727.6|OTTMUST00000084954.2|Rnf123-214|Rnf123|1320
1302,2751,ENSMUSP00000125695.1|ENSMUST00000159306.7|ENSMUSG00000041528.15|OTTMUSG00000033727.6|OTTMUST00000084952.2|Rnf123-203|Rnf123|261,27.03,3,3,0,0,0,0,4.6413E5,,,,,1,1,1,0,0,0,0,,29593,ENSMUSP00000125695.1|ENSMUST00000159306.7|ENSMUSG00000041528.15|OTTMUSG00000033727.6|OTTMUST00000084952.2|Rnf123-203|Rnf123|261
1302,5765,ENSMUST00000162123.1|ENSMUSG00000041528.15|OTTMUSG00000033727.6|OTTMUST00000084998.1|Rnf123-212|Rnf123|545|retained_intron|,27.03,6,6,0,0,0,0,4.6413E5,,,,,1,1,1,0,0,0,0,,16405,ENSMUST00000162123.1|ENSMUSG00000041528.15|OTTMUSG00000033727.6|OTTMUST00000084998.1|Rnf123-212|Rnf123|545|retained_intron|
1493,7503,ENSMUSP00000157825.1|ENSMUST00000237859.1|ENSMUSG00000038274.13|OTTMUSG00000071723.2|OTTMUST00000180805.1|Fau-209|Fau|63,27.01,16,0,0,0,16,0,,,,5.7313E4,,1,1,0,0,0,1,0,,7006,ENSMUSP00000157825.1|ENSMUST00000237859.1|ENSMUSG00000038274.13|OTTMUSG00000071723.2|OTTMUST00000180805.1|Fau-209|Fau|63
1493,7504,ENSMUSP00000158381.1|ENSMUST00000236336.1|ENSMUSG00000038274.13|OTTMUSG00000071723.2|OTTMUST00000180807.1|Fau-206|Fau|98,27.01,10,0,0,0,10,0,,,,5.7313E4,,1,1,0,0,0,1,0,,10871,ENSMUSP00000158381.1|ENSMUST00000236336.1|ENSMUSG00000038274.13|OTTMUSG00000071723.2|OTTMUST00000180807.1|Fau-206|Fau|98
1493,7505,ENSMUSP00000136803.1|ENSMUST00000178310.8|ENSMUSG00000038274.13|OTTMUSG00000071723.2|OTTMUST00000173539.2|Fau-202|Fau|133,27.01,8,0,0,0,8,0,,,,5.7313E4,,1,1,0,0,0,1,0,,14416,ENSMUSP00000136803.1|ENSMUST00000178310.8|ENSMUSG00000038274.13|OTTMUSG00000071723.2|OTTMUST00000173539.2|Fau-202|Fau|133
676,2085,ENSMUSP00000062221.5|ENSMUST00000060955.11|ENSMUSG00000027346.15|OTTMUSG00000015660.5|OTTMUST00000037199.1|Gpcpd1-202|Gpcpd1|675,27.00,1,1,1,0,0,0,1.4815E6,2.0725E6,,,,1,1,3,6,0,0,0,,76579,ENSMUSP00000062221.5|ENSMUST00000060955.11|ENSMUSG00000027346.15|OTTMUSG00000015660.5|OTTMUST00000037199.1|Gpcpd1-202|Gpcpd1|675
1358,1645,ENSMUSP00000005651.6|ENSMUST00000005651.12|ENSMUSG00000005514.14|OTTMUSG00000029621.7|OTTMUST00000073476.1|Por-201|Por|678,26.96,1,1,0,0,0,0,1.2692E5,,,,,1,1,1,0,0,0,0,,77044,ENSMUSP00000005651.6|ENSMUST00000005651.12|ENSMUSG00000005514.14|OTTMUSG00000029621.7|OTTMUST00000073476.1|Por-201|Por|678
546,2708,ENSMUSP00000068587.5|ENSMUST00000064759.6|ENSMUSG00000014601.13|OTTMUSG00000053013.1|OTTMUST00000132622.1|Strip1-201|Strip1|837,26.94,1,1,1,0,1,1,5.9731E5,9.2997E5,,5.7477E5,2.677E5,1,1,4,5,0,2,1,Oxidation (M),95585,ENSMUSP00000068587.5|ENSMUST00000064759.6|ENSMUSG00000014601.13|OTTMUSG00000053013.1|OTTMUST00000132622.1|Strip1-201|Strip1|837
546,4404,TCONS_00093270.p1,26.94,1,1,1,0,1,1,5.9731E5,9.2997E5,,5.7477E5,2.677E5,1,1,4,5,0,2,1,Oxidation (M),81618,TCONS_00093270.p1   chr3:107613219-107627026(-)
546,5051,TCONS_00093268.p1,26.94,1,1,1,0,1,1,5.9731E5,9.2997E5,,5.7477E5,2.677E5,1,1,4,5,0,2,1,Oxidation (M),79799,TCONS_00093268.p1   chr3:107613219-107626893(-)
1139,3234,ENSMUSP00000025930.9|ENSMUST00000025930.9|ENSMUSG00000024974.10|OTTMUSG00000024643.3|OTTMUST00000060579.2|Smc3-201|Smc3|1217,26.93,1,0,1,0,0,0,,1.2921E5,,,,1,1,0,2,0,0,0,,141555,ENSMUSP00000025930.9|ENSMUST00000025930.9|ENSMUSG00000024974.10|OTTMUSG00000024643.3|OTTMUST00000060579.2|Smc3-201|Smc3|1217
1072,7847,ENSMUSP00000046524.7|ENSMUST00000044503.13|ENSMUSG00000039316.14|OTTMUSG00000023326.1|OTTMUST00000056511.1|Rftn1-201|Rftn1|554,26.93,3,0,0,3,0,0,,,9.0397E4,,,1,1,0,0,2,0,0,,61537,ENSMUSP00000046524.7|ENSMUST00000044503.13|ENSMUSG00000039316.14|OTTMUSG00000023326.1|OTTMUST00000056511.1|Rftn1-201|Rftn1|554
1072,9429,ENSMUSP00000108820.1|ENSMUST00000113195.7|ENSMUSG00000039316.14|OTTMUSG00000023326.1|OTTMUST00000056512.1|Rftn1-202|Rftn1|276,26.93,6,0,0,6,0,0,,,9.0397E4,,,1,1,0,0,2,0,0,,30839,ENSMUSP00000108820.1|ENSMUST00000113195.7|ENSMUSG00000039316.14|OTTMUSG00000023326.1|OTTMUST00000056512.1|Rftn1-202|Rftn1|276
928,5441,ENSMUSP00000158032.1|ENSMUST00000237630.1|ENSMUSG00000057506.5|OTTMUSG00000074163.1|OTTMUST00000179949.1|Bloc1s2-204|Bloc1s2|104,26.88,8,8,0,0,8,0,3.8226E5,,,1.002E6,,1,1,2,0,0,2,0,Oxidation (M),12038,ENSMUSP00000158032.1|ENSMUST00000237630.1|ENSMUSG00000057506.5|OTTMUSG00000074163.1|OTTMUST00000179949.1|Bloc1s2-204|Bloc1s2|104
928,5442,ENSMUST00000237867.1|ENSMUSG00000057506.5|OTTMUSG00000074163.1|OTTMUST00000179952.1|Bloc1s2-205|Bloc1s2|683|processed_transcript|,26.88,8,8,0,0,8,0,3.8226E5,,,1.002E6,,1,1,2,0,0,2,0,Oxidation (M),12477,ENSMUST00000237867.1|ENSMUSG00000057506.5|OTTMUSG00000074163.1|OTTMUST00000179952.1|Bloc1s2-205|Bloc1s2|683|processed_transcript|
928,5448,ENSMUSP00000078042.4|ENSMUST00000079033.5|ENSMUSG00000057506.5|OTTMUSG00000074163.1|OTTMUST00000179950.1|Bloc1s2-201|Bloc1s2|143,26.88,6,6,0,0,6,0,3.8226E5,,,1.002E6,,1,1,2,0,0,2,0,Oxidation (M),16299,ENSMUSP00000078042.4|ENSMUST00000079033.5|ENSMUSG00000057506.5|OTTMUSG00000074163.1|OTTMUST00000179950.1|Bloc1s2-201|Bloc1s2|143
1006,3864,ENSMUSP00000093637.3|ENSMUST00000095944.9|ENSMUSG00000071477.10|OTTMUSG00000022127.5|OTTMUST00000052514.1|Zfp777-201|Zfp777|841,26.88,1,0,1,0,0,0,,7.2016E5,,,,1,1,0,3,0,0,0,,94999,ENSMUSP00000093637.3|ENSMUST00000095944.9|ENSMUSG00000071477.10|OTTMUSG00000022127.5|OTTMUST00000052514.1|Zfp777-201|Zfp777|841
1006,3865,TCONS_00118782.p1,26.88,1,0,1,0,0,0,,7.2016E5,,,,1,1,0,3,0,0,0,,97787,TCONS_00118782.p1   chr6:48024629-48045550(-)
1006,3869,ENSMUSP00000110230.1|ENSMUST00000114583.7|ENSMUSG00000071477.10|OTTMUSG00000022127.5|-|Zfp777-202|Zfp777|885,26.88,1,0,1,0,0,0,,7.2016E5,,,,1,1,0,3,0,0,0,,99478,ENSMUSP00000110230.1|ENSMUST00000114583.7|ENSMUSG00000071477.10|OTTMUSG00000022127.5|-|Zfp777-202|Zfp777|885
1006,4557,ENSMUSP00000116303.1|ENSMUST00000148362.1|ENSMUSG00000071477.10|OTTMUSG00000022127.5|OTTMUST00000053271.1|Zfp777-205|Zfp777|227,26.88,4,0,4,0,0,0,,7.2016E5,,,,1,1,0,3,0,0,0,,25811,ENSMUSP00000116303.1|ENSMUST00000148362.1|ENSMUSG00000071477.10|OTTMUSG00000022127.5|OTTMUST00000053271.1|Zfp777-205|Zfp777|227
919,1669,ENSMUST00000148710.7|ENSMUSG00000026155.13|OTTMUSG00000026521.4|OTTMUST00000065836.1|Smap1-206|Smap1|809|processed_transcript|,26.87,4,4,0,0,0,0,1.0563E6,,,,,1,1,4,0,0,0,0,Oxidation (M),26506,ENSMUST00000148710.7|ENSMUSG00000026155.13|OTTMUSG00000026521.4|OTTMUST00000065836.1|Smap1-206|Smap1|809|processed_transcript|
1258,1728,ENSMUSP00000044437.9|ENSMUST00000045004.10|ENSMUSG00000022946.10|OTTMUSG00000069445.7|OTTMUST00000167892.1|Dop1b-201|Dop1b|2295,26.86,0,0,0,0,0,0,1.379E5,,,,,1,1,1,0,0,0,0,,257481,ENSMUSP00000044437.9|ENSMUST00000045004.10|ENSMUSG00000022946.10|OTTMUSG00000069445.7|OTTMUST00000167892.1|Dop1b-201|Dop1b|2295
1258,1729,TCONS_00054520.p1,26.86,0,0,0,0,0,0,1.379E5,,,,,1,1,1,0,0,0,0,,257552,TCONS_00054520.p1   chr16:93716175-93810347(+)
389,4289,ENSMUSP00000129767.2|ENSMUST00000170836.3|ENSMUSG00000015671.11|OTTMUSG00000066958.1|OTTMUST00000162303.1|Psma2-201|Psma2|234,26.84,3,3,3,0,3,3,4.3783E5,7.8286E5,,1.7171E5,3.8708E5,1,1,5,6,0,3,4,Oxidation (M),25927,ENSMUSP00000129767.2|ENSMUST00000170836.3|ENSMUSG00000015671.11|OTTMUSG00000066958.1|OTTMUST00000162303.1|Psma2-201|Psma2|234
389,4776,ENSMUSP00000152327.1|ENSMUST00000221168.1|ENSMUSG00000015671.11|OTTMUSG00000066958.1|OTTMUST00000162304.1|Psma2-202|Psma2|183,26.84,4,4,4,0,4,4,4.3783E5,7.8286E5,,1.7171E5,3.8708E5,1,1,5,6,0,3,4,Oxidation (M),20787,ENSMUSP00000152327.1|ENSMUST00000221168.1|ENSMUSG00000015671.11|OTTMUSG00000066958.1|OTTMUST00000162304.1|Psma2-202|Psma2|183
1083,1515,ENSMUSP00000095249.3|ENSMUST00000097644.8|ENSMUSG00000026313.16|OTTMUSG00000048554.3|OTTMUST00000124406.1|Hdac4-202|Hdac4|1076,26.83,1,0,1,0,0,0,,4.0806E5,,,,1,1,0,2,0,0,0,,118562,ENSMUSP00000095249.3|ENSMUST00000097644.8|ENSMUSG00000026313.16|OTTMUSG00000048554.3|OTTMUST00000124406.1|Hdac4-202|Hdac4|1076
1083,1516,TCONS_00007092.p1,26.83,1,0,1,0,0,0,,4.0806E5,,,,1,1,0,2,0,0,0,,119102,TCONS_00007092.p1   chr1:91933347-92148277(-)
1083,1517,TCONS_00007091.p1,26.83,1,0,1,0,0,0,,4.0806E5,,,,1,1,0,2,0,0,0,,120301,TCONS_00007091.p1   chr1:91933347-92127816(-)
1083,1532,TCONS_00007090.p1,26.83,1,0,1,0,0,0,,4.0806E5,,,,1,1,0,2,0,0,0,,128235,TCONS_00007090.p1   chr1:91933347-92180283(-)
1083,1538,TCONS_00007094.p1,26.83,1,0,1,0,0,0,,4.0806E5,,,,1,1,0,2,0,0,0,,135593,TCONS_00007094.p1   chr1:91933347-92180225(-)
307,979,ENSMUSP00000039776.8|ENSMUST00000049343.14|ENSMUSG00000038644.14|OTTMUSG00000028995.3|OTTMUST00000071903.1|Pold1-201|Pold1|1105,26.82,1,1,1,0,1,1,4.5164E6,3.9757E6,,2.5795E6,8.7002E5,1,1,6,8,0,7,3,,123790,ENSMUSP00000039776.8|ENSMUST00000049343.14|ENSMUSG00000038644.14|OTTMUSG00000028995.3|OTTMUST00000071903.1|Pold1-201|Pold1|1105
307,1015,ENSMUSP00000117157.1|ENSMUST00000151793.7|ENSMUSG00000038644.14|OTTMUSG00000028995.3|OTTMUST00000071905.1|Pold1-208|Pold1|981,26.82,1,1,1,0,1,1,4.5164E6,3.9757E6,,2.5795E6,8.7002E5,1,1,6,8,0,7,3,,108868,ENSMUSP00000117157.1|ENSMUST00000151793.7|ENSMUSG00000038644.14|OTTMUSG00000028995.3|OTTMUST00000071905.1|Pold1-208|Pold1|981
307,2027,ENSMUST00000138746.7|ENSMUSG00000038644.14|OTTMUSG00000028995.3|OTTMUST00000071904.1|Pold1-204|Pold1|3496|retained_intron|,26.82,1,1,1,0,1,1,4.5164E6,3.9757E6,,2.5795E6,8.7002E5,1,1,6,8,0,7,3,,98096,ENSMUST00000138746.7|ENSMUSG00000038644.14|OTTMUSG00000028995.3|OTTMUST00000071904.1|Pold1-204|Pold1|3496|retained_intron|
1455,4868,ENSMUSP00000017153.3|ENSMUST00000017153.3|ENSMUSG00000017009.3|OTTMUSG00000001157.2|OTTMUST00000002252.2|Sdc4-201|Sdc4|198,26.77,5,5,0,0,0,0,7.6083E5,,,,,1,1,1,0,0,0,0,,21482,ENSMUSP00000017153.3|ENSMUST00000017153.3|ENSMUSG00000017009.3|OTTMUSG00000001157.2|OTTMUST00000002252.2|Sdc4-201|Sdc4|198
259,1279,ENSMUSP00000020118.4|ENSMUST00000020118.4|ENSMUSG00000019960.8|OTTMUSG00000065348.2|OTTMUST00000159209.1|Dusp6-201|Dusp6|381,26.75,2,2,2,0,2,2,1.7772E7,9.4599E6,,1.254E7,4.8685E6,1,1,11,5,0,8,6,Oxidation (M),42408,ENSMUSP00000020118.4|ENSMUST00000020118.4|ENSMUSG00000019960.8|OTTMUSG00000065348.2|OTTMUST00000159209.1|Dusp6-201|Dusp6|381
259,1412,ENSMUSP00000019701.8|ENSMUST00000019701.8|ENSMUSG00000031383.8|OTTMUSG00000017648.2|OTTMUST00000042846.2|Dusp9-201|Dusp9|452,26.75,2,2,2,0,2,2,1.7772E7,9.4599E6,,1.254E7,4.8685E6,1,1,11,5,0,8,6,Oxidation (M),48658,ENSMUSP00000019701.8|ENSMUST00000019701.8|ENSMUSG00000031383.8|OTTMUSG00000017648.2|OTTMUST00000042846.2|Dusp9-201|Dusp9|452
259,2604,ENSMUSP00000151438.1|ENSMUST00000220291.1|ENSMUSG00000019960.8|OTTMUSG00000065348.2|OTTMUST00000159210.1|Dusp6-204|Dusp6|235,26.75,3,3,3,0,3,3,1.7772E7,9.4599E6,,1.254E7,4.8685E6,1,1,11,5,0,8,6,Oxidation (M),26572,ENSMUSP00000151438.1|ENSMUST00000220291.1|ENSMUSG00000019960.8|OTTMUSG00000065348.2|OTTMUST00000159210.1|Dusp6-204|Dusp6|235
397,5513,TCONS_00020371.p1,26.74,3,3,3,0,3,0,1.9675E6,8.5537E6,,2.8514E6,,1,1,4,9,0,4,0,,29177,TCONS_00020371.p1   chr11:87856902-87861474(+)
397,5536,TCONS_00020372.p1,26.74,2,2,2,0,2,0,1.9675E6,8.5537E6,,2.8514E6,,1,1,4,9,0,4,0,,52823,TCONS_00020372.p1   chr11:87853250-87861474(+)
397,5550,ENSMUSP00000043790.6|ENSMUST00000038196.6|ENSMUSG00000034121.12|OTTMUSG00000001434.3|OTTMUST00000002797.1|Mks1-201|Mks1|561,26.74,1,1,1,0,1,0,1.9675E6,8.5537E6,,2.8514E6,,1,1,4,9,0,4,0,,64416,ENSMUSP00000043790.6|ENSMUST00000038196.6|ENSMUSG00000034121.12|OTTMUSG00000001434.3|OTTMUST00000002797.1|Mks1-201|Mks1|561
333,2347,ENSMUSP00000059977.5|ENSMUST00000062069.5|ENSMUSG00000047250.13|OTTMUSG00000012142.2|OTTMUST00000028971.1|Ptgs1-201|Ptgs1|602,26.73,1,1,1,0,1,1,6.7731E4,8.591E5,,1.3454E7,9.4629E6,1,1,1,5,0,8,8,Oxidation (M),69042,ENSMUSP00000059977.5|ENSMUST00000062069.5|ENSMUSG00000047250.13|OTTMUSG00000012142.2|OTTMUST00000028971.1|Ptgs1-201|Ptgs1|602
333,4333,TCONS_00075934.p1,26.73,2,2,2,0,2,2,6.7731E4,8.591E5,,1.3454E7,9.4629E6,1,1,1,5,0,8,8,Oxidation (M),55980,TCONS_00075934.p1   chr2:36237773-36251351(+)
333,5444,ENSMUST00000133777.1|ENSMUSG00000047250.13|OTTMUSG00000012142.2|OTTMUST00000028975.1|Ptgs1-202|Ptgs1|697|retained_intron|,26.73,7,7,7,0,7,7,6.7731E4,8.591E5,,1.3454E7,9.4629E6,1,1,1,5,0,8,8,Oxidation (M),14476,ENSMUST00000133777.1|ENSMUSG00000047250.13|OTTMUSG00000012142.2|OTTMUST00000028975.1|Ptgs1-202|Ptgs1|697|retained_intron|
347,4833,ENSMUSP00000027494.4|ENSMUST00000027494.10|ENSMUSG00000026275.13|OTTMUSG00000021853.4|OTTMUST00000051857.1|Ppp1r7-201|Ppp1r7|361,26.72,2,2,2,2,0,0,1.1362E7,4.5697E6,2.1124E5,,,1,1,10,9,2,0,0,,41292,ENSMUSP00000027494.4|ENSMUST00000027494.10|ENSMUSG00000026275.13|OTTMUSG00000021853.4|OTTMUST00000051857.1|Ppp1r7-201|Ppp1r7|361
1309,5738,ENSMUSP00000014457.8|ENSMUST00000014457.14|ENSMUSG00000014313.15|OTTMUSG00000033854.4|OTTMUST00000085313.1|Cox6c-201|Cox6c|76,26.71,14,14,0,0,0,0,0,,,,,1,1,1,0,0,0,0,Acetylation (Protein N-term),8469,ENSMUSP00000014457.8|ENSMUST00000014457.14|ENSMUSG00000014313.15|OTTMUSG00000033854.4|OTTMUST00000085313.1|Cox6c-201|Cox6c|76
158,3217,ENSMUSP00000010201.3|ENSMUST00000010201.8|ENSMUSG00000010057.8|OTTMUSG00000050748.2|OTTMUST00000128609.2|Nprl2-201|Nprl2|380,26.70,2,2,2,0,2,2,2.2205E6,7.4057E6,,8.7973E6,1.8828E6,1,1,7,16,0,19,8,,43644,ENSMUSP00000010201.3|ENSMUST00000010201.8|ENSMUSG00000010057.8|OTTMUSG00000050748.2|OTTMUST00000128609.2|Nprl2-201|Nprl2|380
1017,2470,ENSMUSP00000133882.1|ENSMUST00000173132.7|ENSMUSG00000041881.13|OTTMUSG00000037210.2|OTTMUST00000095950.1|Ndufa7-202|Ndufa7|40,26.68,25,25,0,0,0,0,7.0655E5,,,,,1,1,3,0,0,0,0,Acetylation (Protein N-term),4358,ENSMUSP00000133882.1|ENSMUST00000173132.7|ENSMUSG00000041881.13|OTTMUSG00000037210.2|OTTMUST00000095950.1|Ndufa7-202|Ndufa7|40
1017,3827,ENSMUSP00000039692.6|ENSMUST00000048249.7|ENSMUSG00000041881.13|OTTMUSG00000037210.2|OTTMUST00000095948.2|Ndufa7-201|Ndufa7|113,26.68,9,9,0,0,0,0,7.0655E5,,,,,1,1,3,0,0,0,0,Acetylation (Protein N-term),12576,ENSMUSP00000039692.6|ENSMUST00000048249.7|ENSMUSG00000041881.13|OTTMUSG00000037210.2|OTTMUST00000095948.2|Ndufa7-201|Ndufa7|113
1017,5553,ENSMUST00000234470.1|ENSMUSG00000041881.13|OTTMUSG00000037210.2|OTTMUST00000177265.1|Ndufa7-210|Ndufa7|366|processed_transcript|,26.68,16,16,0,0,0,0,7.0655E5,,,,,1,1,3,0,0,0,0,Acetylation (Protein N-term),7166,ENSMUST00000234470.1|ENSMUSG00000041881.13|OTTMUSG00000037210.2|OTTMUST00000177265.1|Ndufa7-210|Ndufa7|366|processed_transcript|
208,3528,ENSMUSP00000156022.1|ENSMUST00000231471.1|ENSMUSG00000033809.15|OTTMUSG00000025946.9|OTTMUST00000173088.1|Alg3-208|Alg3|208,26.65,4,4,4,0,4,4,1.5997E7,1.1285E7,,1.1074E7,1.9305E7,1,1,9,7,0,8,14,,23039,ENSMUSP00000156022.1|ENSMUST00000231471.1|ENSMUSG00000033809.15|OTTMUSG00000025946.9|OTTMUST00000173088.1|Alg3-208|Alg3|208
208,3533,ENSMUSP00000156072.1|ENSMUST00000231386.1|ENSMUSG00000033809.15|OTTMUSG00000025946.9|OTTMUST00000173085.1|Alg3-206|Alg3|266,26.65,3,3,3,0,3,3,1.5997E7,1.1285E7,,1.1074E7,1.9305E7,1,1,9,7,0,8,14,,29944,ENSMUSP00000156072.1|ENSMUST00000231386.1|ENSMUSG00000033809.15|OTTMUSG00000025946.9|OTTMUST00000173085.1|Alg3-206|Alg3|266
208,3551,ENSMUSP00000045272.8|ENSMUST00000045918.14|ENSMUSG00000033809.15|OTTMUSG00000025946.9|OTTMUST00000063986.3|Alg3-201|Alg3|438,26.65,2,2,2,0,2,2,1.5997E7,1.1285E7,,1.1074E7,1.9305E7,1,1,9,7,0,8,14,,50186,ENSMUSP00000045272.8|ENSMUST00000045918.14|ENSMUSG00000033809.15|OTTMUSG00000025946.9|OTTMUST00000063986.3|Alg3-201|Alg3|438
1133,4303,ENSMUSP00000152116.1|ENSMUST00000222896.1|ENSMUSG00000021096.11|OTTMUSG00000066067.1|OTTMUST00000160591.1|Ppm1a-205|Ppm1a|323,26.60,5,5,0,0,0,0,2.7538E5,,,,,1,1,2,0,0,0,0,,35888,ENSMUSP00000152116.1|ENSMUST00000222896.1|ENSMUSG00000021096.11|OTTMUSG00000066067.1|OTTMUST00000160591.1|Ppm1a-205|Ppm1a|323
